Date,Research Firm,Action,From,To,Ticker
2007-04-13,BMO Capital Markets,Initiated,,Market Perform,PFE
2007-01-23,Bear Stearns,Downgrade,Outperform,Peer Perform,PFE
2006-12-04,Lehman Brothers,Downgrade,Overweight,Underweight,PFE
2006-12-04,JP Morgan,Downgrade,Overweight,Neutral,PFE
2006-12-01,Cowen & Co,Upgrade,Underperform,Neutral,PFE
2006-10-24,UBS,Downgrade,Buy,Neutral,PFE
2006-09-06,HSBC Securities,Upgrade,Neutral,Overweight,PFE
2006-02-23,Friedman Billings,Upgrade,Mkt Perform,Outperform,PFE
2006-02-13,Bernstein,Downgrade,Outperform,Mkt Perform,PFE
2006-02-08,Prudential,Upgrade,Neutral,Overweight,PFE
2005-12-19,Caris & Company,Upgrade,Average,Above Average,PFE
2005-10-31,Bernstein,Upgrade,Mkt Perform,Outperform,PFE
2005-10-21,Friedman Billings,Downgrade,Outperform,Mkt Perform,PFE
2005-09-29,Banc of America Sec,Initiated,,Buy,PFE
2005-09-07,Bear Stearns,Initiated,,Outperform,PFE
2005-04-06,Morgan Stanley,Upgrade,Equal-weight,Overweight,PFE
2005-04-01,Caris & Company,Initiated,,Average,PFE
2004-12-17,First Albany,Downgrade,Strong Buy,Neutral,PFE
2004-12-13,JP Morgan,Initiated,,Overweight,PFE
2004-12-06,Merrill Lynch,Downgrade,Buy,Neutral,PFE
2004-10-06,Friedman Billings,Upgrade,Mkt Perform,Outperform,PFE
2004-09-20,Morgan Stanley,Downgrade,Overweight,Equal-weight,PFE
2004-07-26,Friedman Billings,Downgrade,Outperform,Mkt Perform,PFE
2004-07-16,UBS,Initiated,,Buy,PFE
2004-06-16,Schwab Soundview,Initiated,,Neutral,PFE
2004-04-15,Harris Nesbitt Gerard,Initiated,,Outperform,PFE
2004-03-23,Oppenheimer,Upgrade,Neutral,Buy,PFE
2004-03-04,Caris & Company,Initiated,,Buy,PFE
2004-01-23,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,PFE
2004-01-14,Bernstein,Downgrade,Outperform,Mkt Perform,PFE
2004-01-05,Morgan Stanley,Upgrade,Equal-weight,Overweight,PFE
2003-10-23,AG Edwards,Downgrade,Buy,Hold,PFE
2003-08-21,Smith Barney Citigroup,Downgrade,Outperform,In-line,PFE
2003-07-16,Thomas Weisel,Downgrade,Outperform,Peer Perform,PFE
2003-05-06,William Blair,Initiated,,Outperform,PFE
2003-04-24,Gerard Klauer Mattison,Downgrade,Neutral,Underperform,PFE
2003-03-05,First Albany,Initiated,,Strong Buy,PFE
2002-11-05,Bernstein,Upgrade,Mkt Perform,Outperform,PFE
2002-09-13,SunTrust Rbsn Humphrey,Initiated,,Outperform,PFE
2002-08-22,Thomas Weisel,Initiated,,Buy,PFE
2002-07-16,Fulcrum,Downgrade,Buy,Sell,PFE
2002-07-16,Deutsche Securities,Upgrade,Buy,Strong Buy,PFE
2002-04-25,Raymond James,Upgrade,Mkt Perform,Strong Buy,PFE
2002-04-09,Fulcrum,Initiated,,Buy,PFE
2002-01-25,Goldman Sachs,Upgrade,Mkt Perform,Mkt Outperform,PFE
2001-12-17,Gerard Klauer Mattison,Initiated,,Neutral,PFE
2001-07-11,Bernstein,Downgrade,Outperform,Mkt Perform,PFE
2001-05-23,Prudential,Initiated,,Strong Buy,PFE
2001-04-19,Dresdner Klnwrt Wass,Upgrade,Add,Buy,PFE
2001-01-05,UBS Warburg,Upgrade,Buy,Strong Buy,PFE
2000-12-11,Robertson Stephens,Initiated,,Buy,PFE
2000-11-30,CSFB,Initiated,,Buy,PFE
2000-11-29,Goldman Sachs,Initiated,,Mkt Perform,PFE
2000-11-09,Raymond James,Initiated,,Mkt Perform,PFE
2000-07-25,Deutsche Bc Alex. Br,Downgrade,Strong Buy,Mkt Perform,PFE
2000-07-18,ING Barings,Initiated,,Buy,PFE
2000-06-26,Dain Rauscher Wessels,Downgrade,Strong Buy,Buy,PFE
2000-05-08,Lehman Brothers,Upgrade,Neutral,Buy,PFE
2000-05-04,ABN AMRO,Upgrade,Hold,Outperform,PFE
2000-04-19,Dain Rauscher Wessels,Upgrade,Neutral,Strong Buy,PFE
2000-04-18,Deutsche Bc Alex. Br,Upgrade,Buy,Strong Buy,PFE
2000-04-17,DLJ,Upgrade,Market Perform,Buy,PFE
2000-04-03,Deutsche Bc Alex. Br,Upgrade,Mkt Perform,Buy,PFE
2000-03-08,Banc of America Sec,Upgrade,Buy,Strong Buy,PFE
2000-02-07,Mrgn Stnly Dn Wttr,Upgrade,Neutral,Outperform,PFE
2000-01-14,Gruntal & Co,Upgrade,NT Mkt Performer,NT Outperformer,PFE
2000-01-13,PaineWebber,Upgrade,Neutral,Attractive,PFE
2000-01-13,Deutsche Bc Alex. Br,Upgrade,Mkt Underperform,Mkt Perform,PFE
1999-12-17,Banc of America Sec,Upgrade,Market Perform,Buy,PFE
1999-12-08,Dain Rauscher Wessels,Initiated,,Neutral,PFE
1999-12-02,Wasserstein Perella,Initiated,,Hold,PFE
1999-11-29,Salomon Smth Brny,Upgrade,Neutral,Buy,PFE
1999-11-05,ING Barings,Upgrade,Hold,Buy,PFE
1999-11-05,Deutsche Bc Alex. Br,Downgrade,Buy,Mkt Underperform,PFE
1999-11-05,Gruntal & Co,Downgrade,NT Outperformer,NT Mkt Performer,PFE
1999-10-25,PaineWebber,Downgrade,Buy,Neutral,PFE
1999-10-19,Deutsche Bc Alex. Br,Upgrade,Mkt Perform,Buy,PFE
1999-10-12,Deutsche Bc Alex. Br,Initiated,,Mkt Perform,PFE
1999-09-30,Schroder & Co,Initiated,,Outperf. Signif.,PFE
1999-09-22,Goldman Sachs,Initiated,,Market Outperform,PFE
1999-06-10,ABN AMRO,Downgrade,Buy,Outperform,PFE
1999-06-10,Banc of America Sec,Downgrade,Buy,Hold,PFE
1999-06-10,Salomon Smth Brny,Downgrade,Buy,Neutral,PFE
1999-04-13,Mrgn Stnly Dn Wttr,Initiated,,Neutral,PFE
1999-02-19,Merrill Lynch,Downgrade,NT Buy,NT Accumulate,PFE
1998-10-08,PaineWebber,Upgrade,Attractive,Buy,PFE
1998-09-07,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Hold,PFE
1998-09-04,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Hold,PFE
1998-04-30,CS First Boston,Downgrade,Buy,Hold,PFE
1998-04-20,PaineWebber,Upgrade,Neutral,Attractive,PFE
1998-03-03,Brown Brothers,Initiated,,LT Mkt Perform,PFE
1998-02-25,ABN/Amro,Initiated,,Buy,PFE
1998-02-24,Schroder & Co,Downgrade,Outprfrm Signif,Outperform,PFE
1998-02-24,Gruntal & Co,Downgrade,Strong Buy,Buy,PFE
2014-03-04,UBS,Initiated,,Neutral,PG
2014-01-31,Standpoint Research,Upgrade,Sell,Hold,PG
2013-11-26,RBC Capital Mkts,Initiated,,Sector Perform,PG
2013-05-24,Standpoint Research,Downgrade,Hold,Sell,PG
2013-05-24,UBS,Upgrade,Neutral,Buy,PG
2013-04-25,B. Riley & Co.,Downgrade,Buy,Neutral,PG
2012-06-27,RBC Capital Mkts,Downgrade,Outperform,Sector Perform,PG
2012-06-20,Hilliard Lyons,Downgrade,Long-term Buy,Neutral,PG
2012-04-30,Oppenheimer,Downgrade,Outperform,Perform,PG
2012-01-30,UBS,Downgrade,Buy,Neutral,PG
2012-01-23,Stifel Nicolaus,Downgrade,Buy,Hold,PG
2011-09-20,Hilliard Lyons,Initiated,,Long-term Buy,PG
2011-04-29,Deutsche Bank,Upgrade,Hold,Buy,PG
2010-08-09,Argus,Upgrade,Hold,Buy,PG
2010-07-01,Standpoint Research,Downgrade,Buy,Hold,PG
2010-06-03,Stifel Nicolaus,Initiated,,Buy,PG
2010-02-12,Credit Suisse,Initiated,,Outperform,PG
2010-01-11,BMO Capital Markets,Downgrade,Outperform,Market Perform,PG
2009-09-25,Jefferies & Co,Initiated,,Buy,PG
2009-09-18,Citigroup,Upgrade,Hold,Buy,PG
2009-05-20,Barclays Capital,Upgrade,Equal Weight,Overweight,PG
2009-04-22,RBC Capital Mkts,Initiated,,Sector Perform,PG
2009-04-20,Sun Trust Rbsn Humphrey,Upgrade,Neutral,Buy,PG
2009-02-02,Caris & Company,Downgrade,Above Average,Average,PG
2009-01-15,Bernstein,Downgrade,Outperform,Mkt Perform,PG
2008-10-16,Caris & Company,Initiated,,Above Average,PG
2008-07-16,BMO Capital Markets,Downgrade,Outperform,Market Perform,PG
2008-04-17,Deutsche Securities,Downgrade,Buy,Hold,PG
2007-11-29,Credit Suisse,Initiated,,Neutral,PG
2007-10-25,Wachovia,Initiated,,Outperform,PG
2007-10-08,Sun Trust Rbsn Humphrey,Downgrade,Buy,Neutral,PG
2007-08-28,BMO Capital Markets,Initiated,,Outperform,PG
2007-06-07,Lehman Brothers,Downgrade,Overweight,Equal-weight,PG
2007-05-08,Bernstein,Initiated,,Outperform,PG
2007-03-22,Bear Stearns,Upgrade,Peer Perform,Outperform,PG
2007-03-15,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,PG
2007-01-17,Goldman Sachs,Upgrade,Neutral,Buy,PG
2006-11-20,HSBC Securities,Upgrade,Neutral,Overweight,PG
2006-09-07,Sun Trust Rbsn Humphrey,Upgrade,Neutral,Buy,PG
2006-07-13,UBS,Initiated,,Buy,PG
2006-06-19,Lehman Brothers,Upgrade,Equal-weight,Overweight,PG
2005-12-21,Lehman Brothers,Initiated,,Equal-weight,PG
2005-10-14,Goldman Sachs,Initiated,,In-Line,PG
2005-10-04,Citigroup,Downgrade,Buy,Hold,PG
2005-08-17,Sun Trust Rbsn Humphrey,Initiated,,Neutral,PG
2005-07-11,Prudential,Upgrade,Neutral,Overweight,PG
2005-04-05,Bear Stearns,Initiated,,Peer Perform,PG
2005-02-23,UBS,Upgrade,Neutral,Buy,PG
2005-01-28,Morgan Stanley,Upgrade,Equal-weight,Overweight,PG
2005-01-24,UBS,Downgrade,Buy,Neutral,PG
2005-01-12,CIBC Wrld Mkts,Downgrade,Sector Outperform,Sector Perform,PG
2004-12-15,Fulcrum,Initiated,,Buy,PG
2004-11-08,Marquis Investment Research,Initiated,,Hold,PG
2004-05-03,Prudential,Downgrade,Overweight,Neutral,PG
2004-04-14,Banc of America Sec,Downgrade,Buy,Neutral,PG
2003-12-03,JP Morgan,Initiated,,Neutral,PG
2003-10-08,CSFB,Initiated,,Neutral,PG
2003-09-12,Morgan Stanley,Initiated,,Equal-weight,PG
2003-05-13,Deutsche Securities,Initiated,,Buy,PG
2002-12-05,Banc of America Sec,Upgrade,Mkt Perform,Buy,PG
2002-09-27,CIBC Wrld Mkts,Initiated,,Sector Outperform,PG
2002-07-22,UBS Warburg,Upgrade,Buy,Strong Buy,PG
2002-06-12,Merrill Lynch,Upgrade,NT Buy/LT Buy,NT Strong Buy/LT Strong Buy,PG
2002-05-21,UBS Warburg,Downgrade,Strong Buy,Buy,PG
2002-04-26,Fulcrum,Initiated,,Buy,PG
2002-02-28,ABN AMRO,Initiated,,Buy,PG
2002-01-31,Prudential,Upgrade,Hold,Buy,PG
2002-01-31,CSFB,Upgrade,Hold,Buy,PG
2001-12-12,JP Morgan,Upgrade,LT Buy,Buy,PG
2001-12-12,Lehman Brothers,Upgrade,Mkt Perform,Strong Buy,PG
2001-10-30,Salomon Smth Brny,Upgrade,Outperform,Buy,PG
2001-09-24,Goldman Sachs,Upgrade,Mkt Outperform,Recomm List,PG
2001-08-08,Lehman Brothers,Downgrade,Buy,Mkt Perform,PG
2001-06-06,Lehman Brothers,Upgrade,Mkt Perform,Buy,PG
2001-05-21,Banc of America Sec,Downgrade,Buy,Mkt Perform,PG
2001-05-01,Salomon Smth Brny,Upgrade,Neutral,Outperform,PG
2001-03-05,Banc of America Sec,Upgrade,Mkt Perform,Buy,PG
2001-02-02,UBS Warburg,Upgrade,Buy,Strong Buy,PG
2000-12-15,Lehman Brothers,Initiated,,Neutral,PG
2000-11-30,Mrgn Stnly Dn Wttr,Initiated,,Neutral,PG
2000-10-05,Merrill Lynch,Upgrade,NT Neutral,NT Accum,PG
2000-09-28,Deutsche Bc Alex. Br,Upgrade,Mkt Perform,Buy,PG
2000-07-14,UBS Warburg,Initiated,,Buy,PG
2000-06-13,PaineWebber,Initiated,,Attractive,PG
2000-04-26,AG Edwards,Downgrade,Accumulate,Maintain Position,PG
2000-04-25,Banc of America Sec,Downgrade,Buy,Market Perform,PG
2000-04-04,DLJ,Upgrade,Market Perform,Buy,PG
2000-03-14,Deutsche Bc Alex. Br,Initiated,,Mkt Perform,PG
2000-03-08,Prudential,Downgrade,Strong Buy,Hold,PG
2000-03-07,Banc of America Sec,Downgrade,Strong Buy,Buy,PG
2000-03-07,DLJ,Downgrade,Top Pick,Market Perform,PG
2000-03-07,JP Morgan,Downgrade,Buy,LT Buy,PG
2000-03-07,Merrill Lynch,Downgrade,NT Accum,NT Neutral,PG
2000-03-07,CSFB,Downgrade,Buy,Hold,PG
2000-03-07,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Neutral,PG
2000-02-29,AG Edwards,Upgrade,Maintain Position,Accumulate,PG
2000-01-26,Banc of America Sec,Upgrade,Buy,Strong Buy,PG
2000-01-10,Schroder & Co,Downgrade,Outperform,Perform-In-Line,PG
2000-01-06,Prudential,Upgrade,Accumulate,Strong Buy,PG
1999-11-16,Prudential,Initiated,,Accumulate,PG
1999-11-02,CSFB,Initiated,,Buy,PG
1999-08-24,PaineWebber,Upgrade,Neutral,Attractive,PG
1999-07-30,Bear Stearns,Upgrade,Neutral,Buy,PG
1999-07-12,Banc of America Sec,Upgrade,Hold,Buy,PG
1999-05-20,Banc of America Sec,Initiated,,Hold,PG
1999-03-09,Mrgn Stnly Dn Wttr,Initiated,,Outperform,PG
1998-12-10,Goldman Sachs,Upgrade,Mkt Perform,Mkt Outperform,PG
1998-12-09,Bear Stearns,Downgrade,Attractive,Neutral,PG
1998-10-23,Schroder & Co,Upgrade,Perform In Line,Outperform,PG
1998-10-23,Brown Brothers,Upgrade,ST Neutral,ST Buy,PG
1998-10-16,NB Montgomery,Initiated,,Hold,PG
1998-10-02,Salomon Smth Brny,Downgrade,Outperform,Neutral,PG
1998-08-06,AG Edwards,Upgrade,Maintain,Accumulate,PG
1998-07-31,Bear Stearns,Downgrade,Buy,Attractive,PG
1998-07-30,PaineWebber,Downgrade,Attractive,Neutral,PG
2013-06-10,Argus,Upgrade,Hold,Buy,T
2013-05-17,Barclays,Initiated,,Equal Weight,T
2013-04-24,FBR Capital,Downgrade,Outperform,Mkt Perform,T
2012-11-15,National Securities,Initiated,,Neutral,T
2012-09-14,Stifel Nicolaus,Downgrade,Buy,Hold,T
2012-09-13,Hudson Square Research,Downgrade,Buy,Hold,T
2012-03-29,Robert W. Baird,Downgrade,Outperform,Neutral,T
2012-03-27,Canaccord Genuity,Initiated,,Hold,T
2011-06-24,Kaufman Bros,Initiated,,Hold,T
2011-03-28,Robert W. Baird,Upgrade,Neutral,Outperform,T
2011-03-21,HSBC Securities,Upgrade,Neutral,Overweight,T
2011-01-28,UBS,Downgrade,Buy,Neutral,T
2010-08-11,Standpoint Research,Downgrade,Buy,Hold,T
2010-07-26,Deutsche Bank,Upgrade,Hold,Buy,T
2010-03-19,Standpoint Research,Initiated,,Buy,T
2010-03-02,HSBC Securities,Downgrade,Overweight,Neutral,T
2009-12-17,Deutsche Bank,Initiated,,Hold,T
2009-10-23,Credit Suisse,Initiated,,Neutral,T
2009-06-18,Pali Research,Initiated,,Sell,T
2009-06-16,Barclays Capital,Downgrade,Overweight,Equal Weight,T
2009-04-24,Piper Jaffray,Initiated,,Buy,T
2009-04-24,Auriga U.S.A,Initiated,,Hold,T
2009-03-05,UBS,Upgrade,Neutral,Buy,T
2009-01-05,Bernstein,Downgrade,Outperform,Mkt Perform,T
2008-10-08,RBC Capital Mkts,Downgrade,Outperform,Sector Perform,T
2008-07-24,JP Morgan,Downgrade,Overweight,Neutral,T
2008-06-25,Bernstein,Upgrade,Mkt Perform,Outperform,T
2008-06-16,UBS,Downgrade,Buy,Neutral,T
2008-02-20,Credit Suisse,Downgrade,Outperform,Neutral,T
2008-02-20,Robert W. Baird,Downgrade,Outperform,Neutral,T
2008-01-25,Citigroup,Downgrade,Buy,Hold,T
2007-10-18,Bernstein,Initiated,,Mkt Perform,T
2007-07-12,Davenport,Upgrade,Neutral,Buy,T
2007-05-16,Matrix Research,Upgrade,Buy,Strong Buy,T
2007-04-16,RBC Capital Mkts,Upgrade,Sector Perform,Outperform,T
2007-03-08,AG Edwards,Upgrade,Hold,Buy,T
2007-03-02,Stifel Nicolaus,Upgrade,Sell,Hold,T
2007-01-05,Matrix Research,Downgrade,Strong Buy,Buy,T
2006-10-19,Lehman Brothers,Upgrade,Equal-weight,Overweight,T
2006-10-09,Citigroup,Upgrade,Hold,Buy,T
2006-08-10,Matrix Research,Upgrade,Buy,Strong Buy,T
2006-08-10,Deutsche Securities,Initiated,,Buy,T
2006-07-27,HSBC Securities,Upgrade,Neutral,Overweight,T
2006-07-26,Robert W. Baird,Upgrade,Neutral,Outperform,T
2006-07-26,Stifel Nicolaus,Downgrade,Hold,Sell,T
2006-07-18,Prudential,Initiated,,Overweight,T
2006-07-05,Banc of America Sec,Upgrade,Neutral,Buy,T
2006-06-01,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,T
2006-05-16,Matrix Research,Upgrade,Buy,Strong Buy,T
2006-05-05,Credit Suisse,Initiated,,Outperform,T
2006-03-08,Morgan Stanley,Upgrade,Equal-weight,Overweight,T
2006-03-06,Soleil,Downgrade,Buy,Hold,T
2006-02-21,HSBC Securities,Downgrade,Overweight,Neutral,T
2006-01-12,Prudential,Upgrade,Neutral,Overweight,T
2005-11-18,UBS,Upgrade,Neutral,Buy,T
2005-10-24,Prudential,Upgrade,Underweight,Market Perform,T
2005-10-21,Friedman Billings,Upgrade,Underperform,Mkt Perform,T
2005-10-19,Lehman Brothers,Upgrade,Equal-weight,Overweight,T
2005-09-21,Hilliard Lyons,Upgrade,Neutral,Buy,T
2005-09-15,Bear Sterns,Upgrade,Peer Perform,Outperform,T
2015-01-06,FBR Capital,Downgrade,Outperform,Mkt Perform,TRV
2014-12-11,UBS,Downgrade,Buy,Neutral,TRV
2014-01-22,RBC Capital Mkts,Downgrade,Top Pick,Outperform,TRV
2013-09-19,FBR Capital,Upgrade,Mkt Perform,Outperform,TRV
2012-12-17,RBC Capital Mkts,Upgrade,Outperform,Top Pick,TRV
2012-05-23,JMP Securities,Initiated,,Mkt Perform,TRV
2011-01-28,Argus,Upgrade,Hold,Buy,TRV
2010-10-26,Deutsche Bank,Downgrade,Hold,Sell,TRV
2010-07-23,Oppenheimer,Downgrade,Outperform,Perform,TRV
2010-03-09,Citigroup,Initiated,,Buy,TRV
2009-10-21,RBC Capital Mkts,Initiated,,Outperform,TRV
2009-10-15,Keefe Bruyette,Downgrade,Outperform,Mkt Perform,TRV
2009-03-30,Fox Pitt,Upgrade,In Line,Outperform,TRV
2009-02-05,Soleil,Initiated,,Buy,TRV
2009-01-06,Bernstein,Downgrade,Outperform,Mkt Perform,TRV
2008-09-16,Citigroup,Upgrade,Hold,Buy,TRV
2008-01-30,Sandler O'Neill,Upgrade,Hold,Buy,TRV
2007-12-13,Sandler O'Neill,Initiated,,Hold,TRV
2007-11-16,Bernstein,Upgrade,Mkt Perform,Outperform,TRV
2007-10-10,Banc of America Sec,Initiated,,Buy,TRV
1998-10-06,Mrgn Stnly Dn Wttr,Downgrade,Strong Buy,Outperform,TRV
1998-10-05,CIBC Oppenheimer,Downgrade,Strong Buy,Hold,TRV
1998-07-08,Merrill Lynch,Upgrade,Accumulate,Buy,TRV
2014-01-21,Monness Crespi & Hardt,Downgrade,Neutral,Sell,UNH
2014-01-07,Deutsche Bank,Upgrade,Hold,Buy,UNH
2013-11-13,FBR Capital,Initiated,,Outperform,UNH
2013-11-05,Monness Crespi & Hardt,Downgrade,Buy,Neutral,UNH
2013-06-17,Standpoint Research,Downgrade,Buy,Hold,UNH
2013-04-05,UBS,Initiated,,Buy,UNH
2013-02-21,Oppenheimer,Upgrade,Perform,Outperform,UNH
2012-06-20,Cantor Fitzgerald,Initiated,,Buy,UNH
2011-03-31,Oppenheimer,Upgrade,Underperform,Perform,UNH
2011-03-03,Stifel Nicolaus,Upgrade,Hold,Buy,UNH
2011-01-13,Wedbush,Upgrade,Neutral,Outperform,UNH
2010-11-15,Stifel Nicolaus,Downgrade,Buy,Hold,UNH
2010-04-20,Wedbush,Initiated,,Neutral,UNH
2010-03-23,Susquehanna Financial,Initiated,,Neutral,UNH
2010-01-04,Citigroup,Upgrade,Hold,Buy,UNH
2009-12-29,Standpoint Research,Downgrade,Buy,Hold,UNH
2009-07-27,Credit Suisse,Upgrade,Neutral,Outperform,UNH
2009-06-11,Oppenheimer,Downgrade,Perform,Underperform,UNH
2009-01-07,Stifel Nicolaus,Upgrade,Hold,Buy,UNH
2008-08-21,Banc of America Sec,Initiated,,Buy,UNH
2008-07-03,UBS,Downgrade,Buy,Neutral,UNH
2008-03-25,Credit Suisse,Downgrade,Outperform,Neutral,UNH
2008-02-19,BMO Capital Markets,Upgrade,Market Perform,Outperform,UNH
2008-01-07,Stifel Nicolaus,Downgrade,Buy,Hold,UNH
2008-01-02,CIBC Wrld Mkts,Downgrade,Sector Outperform,Sector Perform,UNH
2007-11-30,BMO Capital Markets,Initiated,,Market Perform,UNH
2007-11-07,UBS,Upgrade,Neutral,Buy,UNH
2007-10-19,JP Morgan,Downgrade,Overweight,Neutral,UNH
2007-07-16,AG Edwards,Upgrade,Hold,Buy,UNH
2007-05-07,Jefferies & Co,Initiated,,Hold,UNH
2007-04-23,Jefferies & Co,Initiated,,Hold,UNH
2007-03-29,UBS,Downgrade,Buy,Neutral,UNH
2006-11-07,Credit Suisse,Initiated,,Outperform,UNH
2006-08-10,AG Edwards,Downgrade,Buy,Hold,UNH
2006-07-18,Deutsche Securities,Initiated,,Buy,UNH
2006-01-06,AG Edwards,Initiated,,Buy,UNH
2005-12-01,UBS,Initiated,,Buy,UNH
2005-04-15,Banc of America Sec,Downgrade,Buy,Neutral,UNH
2005-03-29,CIBC Wrld Mkts,Initiated,,Sector Outperform,UNH
2005-01-20,Fulcrum,Upgrade,Neutral,Buy,UNH
2004-12-06,Goldman Sachs,Downgrade,Outperform,In-Line,UNH
2004-10-19,Fulcrum,Downgrade,Buy,Neutral,UNH
2004-06-08,CIBC Wrld Mkts,Downgrade,Sector Outperform,Sector Perform,UNH
2004-04-14,Sun Trust Rbsn Humphrey,Initiated,,Buy,UNH
2003-10-15,CSFB,Initiated,,Outperform,UNH
2003-10-01,Legg Mason,Initiated,,Buy,UNH
2003-07-17,Goldman Sachs,Upgrade,In-Line,Outperform,UNH
2003-06-20,Wachovia,Initiated,,Mkt Perform,UNH
2003-04-16,Banc of America Sec,Initiated,,Buy,UNH
2003-04-16,Fulcrum,Downgrade,Buy,Neutral,UNH
2002-12-20,JP Morgan,Initiated,,Overweight,UNH
2002-11-25,SG Cowen,Downgrade,Strong Buy,Mkt Perform,UNH
2002-11-22,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,UNH
2002-11-11,Banc of America Sec,Upgrade,Mkt Perform,Buy,UNH
2002-10-16,Fulcrum,Downgrade,Buy,Neutral,UNH
2002-10-11,Goldman Sachs,Initiated,,Mkt Outperform,UNH
2002-09-17,Salomon Smth Brny,Initiated,,Outperform,UNH
2002-05-08,Bernstein,Initiated,,Outperform,UNH
2002-04-17,Fulcrum,Initiated,,Buy,UNH
2001-12-19,Prudential,Upgrade,Hold,Buy,UNH
2001-11-26,Salomon Smth Brny,Downgrade,Buy,Outperform,UNH
2001-10-09,Deutsche Bc Alex. Br,Initiated,,Strong Buy,UNH
2001-04-04,Salomon Smth Brny,Upgrade,Neutral,Outperform,UNH
2000-11-20,Prudential,Downgrade,Strong Buy,Hold,UNH
2000-10-31,JP Morgan,Initiated,,LT Buy,UNH
2000-10-27,SG Cowen,Upgrade,Buy,Strong Buy,UNH
2000-10-13,CSFB,Initiated,,Hold,UNH
2000-10-04,Bear Stearns,Downgrade,Buy,Attractive,UNH
2000-09-08,CIBC Wrld Mkts,Initiated,,Buy,UNH
2000-08-29,USB Piper Jaffray,Initiated,,Strong Buy,UNH
2000-07-18,Banc of America Sec,Downgrade,Buy,Market Perform,UNH
2000-07-07,ABN AMRO,Downgrade,Buy,Hold,UNH
2000-07-06,SG Cowen,Downgrade,Strong Buy,Buy,UNH
2000-05-16,Chase H&Q,Initiated,,Strong Buy,UNH
2000-05-05,Salomon Smth Brny,Upgrade,Outperform,Buy,UNH
2000-04-13,Salomon Smth Brny,Downgrade,Buy,Outperform,UNH
2000-02-10,CSFB,Upgrade,Hold,Buy,UNH
1999-10-07,Lehman Brothers,Initiated,,Buy,UNH
1999-08-05,Prudential,Upgrade,Accumulate,Strong Buy,UNH
1999-08-05,PaineWebber,Upgrade,Neutral,Buy,UNH
1999-08-05,JP Morgan,Upgrade,Long Term Buy,Buy,UNH
1999-08-05,Advest Inc,Upgrade,Market Perform,Buy,UNH
1999-08-04,Advest Inc,Upgrade,Market Perform,Buy,UNH
1999-08-04,ING Barings,Upgrade,Buy,Strong Buy,UNH
1999-07-26,Prudential,Initiated,,Accumulate,UNH
1999-07-07,Bear Stearns,Initiated,,Attractive,UNH
1999-07-01,JP Morgan,Initiated,,Long Term Buy,UNH
1999-06-09,Goldman Sachs,Initiated,,Recomm. List,UNH
1999-06-08,ING Barings,Downgrade,Strong Buy,Buy,UNH
1999-05-25,Salomon Smth Brny,Initiated,,Buy,UNH
1999-05-17,Mrgn Stnly Dn Wttr,Initiated,,Strong Buy,UNH
1999-04-23,SG Cowen,Upgrade,Buy,Strong Buy,UNH
1999-03-31,NB Montgomery,Initiated,,Hold,UNH
1999-01-22,Merrill Lynch,Upgrade,NT Neutral,NT Accumulate,UNH
1998-12-16,Vector Securities,Initiated,,Buy,UNH
1998-10-08,DLJ,Downgrade,Buy,Mkt Perform,UNH
1998-09-30,BT Alex. Brown,Initiated,,Buy,UNH
1998-09-10,ING Barings Fm Selz,Upgrade,Hold,Strong Buy,UNH
1998-08-31,Warburg Dlln Rd,Upgrade,Hold,Buy,UNH
1998-08-13,ABN/Amro,Upgrade,Hold,Buy,UNH
1998-08-11,CS First Boston,Downgrade,Strong Buy,Hold,UNH
1998-08-07,SG Cowen & Co,Downgrade,Strong Buy,Buy,UNH
1998-08-07,BA Rbrtsn Stphns,Downgrade,Buy,LT Attractive,UNH
1998-08-06,Merrill Lynch,Downgrade,NT Buy,NT Neutral,UNH
1998-06-30,DLJ,Downgrade,Recomm. List,Buy,UNH
1998-06-16,PaineWebber,Initiated,,Neutral,UNH
1998-05-01,ABN AMRO,Downgrade,Buy,Hold,UNH
1998-04-21,Lehman Bros,Initiated,,Outperform,UNH
1998-04-08,Goldman Sachs,Initiated,,Recomm. List,UNH
1998-02-24,CS First Boston,Upgrade,Hold,Strong Buy,UNH
2014-09-17,Stifel,Initiated,,Hold,UTX
2012-09-28,Oppenheimer,Downgrade,Outperform,Perform,UTX
2012-04-25,Argus,Upgrade,Hold,Buy,UTX
2011-12-29,Argus,Downgrade,Buy,Hold,UTX
2011-02-07,Argus,Upgrade,Hold,Buy,UTX
2010-10-20,Standpoint Research,Downgrade,Buy,Hold,UTX
2010-09-27,Argus,Downgrade,Buy,Hold,UTX
2010-09-08,RBC Capital Mkts,Initiated,,Outperform,UTX
2009-09-23,Wells Fargo,Initiated,,Outperform,UTX
2009-01-23,Bernstein,Downgrade,Outperform,Mkt Perform,UTX
2008-12-08,Cowen & Co,Downgrade,Outperform,Neutral,UTX
