Date,Research Firm,Action,From,To,Ticker
2008-09-03,UBS,Upgrade,Neutral,Buy,UTX
2007-12-11,Banc of America Sec,Initiated,,Neutral,UTX
2007-10-11,KeyBanc Capital Mkts,Downgrade,Buy,Hold,UTX
2007-09-14,Bernstein,Upgrade,Mkt Perform,Outperform,UTX
2007-04-24,Matrix Research,Initiated,,Strong Buy,UTX
2007-03-26,Credit Suisse,Upgrade,Neutral,Outperform,UTX
2006-01-10,CSFB,Downgrade,Outperform,Neutral,UTX
2005-12-16,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,UTX
2005-12-12,Morgan Stanley,Upgrade,Equal-weight,Overweight,UTX
2005-09-20,Deutsche Securities,Initiated,,Buy,UTX
2005-09-13,Wachovia,Initiated,,Outperform,UTX
2005-08-12,Banc of America Sec,Upgrade,Neutral,Buy,UTX
2005-03-31,CIBC Wrld Mkts,Initiated,,Sector Perform,UTX
2005-01-10,Jefferies & Co,Initiated,,Buy,UTX
2004-09-22,JP Morgan,Upgrade,Neutral,Overweight,UTX
2004-07-26,Smith Barney Citigroup,Upgrade,Hold,Buy,UTX
2004-06-23,JP Morgan,Downgrade,Overweight,Neutral,UTX
2004-05-21,CSFB,Initiated,,Outperform,UTX
2004-04-29,Banc of America Sec,Initiated,,Neutral,UTX
2004-04-07,KeyBanc Capital Mkts / McDonald,Upgrade,Hold,Buy,UTX
2004-03-19,McDonald Invst,Downgrade,Buy,Hold,UTX
2004-03-15,Deutsche Securities,Upgrade,Hold,Buy,UTX
2004-01-27,Banc of America Sec,Initiated,,Buy,UTX
2003-12-23,AG Edwards,Upgrade,Hold,Buy,UTX
2003-12-12,Prudential,Upgrade,Neutral,Overweight,UTX
2003-06-03,Prudential,Upgrade,Hold,Buy,UTX
2003-03-25,Soundview Technology,Initiated,,Outperform,UTX
2003-01-17,Salomon Smth Brny,Upgrade,Underperform,In-line,UTX
2002-06-21,Merrill Lynch,Downgrade,NT Strong Buy,NT Buy,UTX
2002-04-17,CSFB,Downgrade,Buy,Hold,UTX
2002-03-05,AG Edwards,Downgrade,Buy,Hold,UTX
2002-02-12,McDonald Invst,Upgrade,Hold,Buy,UTX
2002-02-04,Deutsche Bc Alex. Br,Downgrade,Buy,Mkt Perform,UTX
2002-01-14,Wachovia Sec,Downgrade,Strong Buy,Buy,UTX
2001-12-14,AG Edwards,Upgrade,Hold,Buy,UTX
2001-12-07,McDonald Invst,Initiated,,Hold,UTX
2001-11-15,AG Edwards,Downgrade,Buy,Hold,UTX
2001-10-17,SG Cowen,Downgrade,Buy,Neutral,UTX
2001-10-17,Morgan Stanley,Downgrade,Strong Buy,Outperform,UTX
2001-10-17,AG Edwards,Downgrade,Strong Buy,Buy,UTX
2001-10-16,SG Cowen,Downgrade,Buy,Neutral,UTX
2001-09-20,Salomon Smth Brny,Downgrade,Buy,Neutral,UTX
2001-09-19,AG Edwards,Upgrade,Maintain Position,Buy,UTX
2001-09-18,SG Cowen,Downgrade,Strong Buy,Buy,UTX
2001-08-01,ABN AMRO,Initiated,,Add,UTX
2001-07-02,Deutsche Bc Alex. Br,Downgrade,Buy,Mkt Perform,UTX
2001-04-10,UBS Warburg,Downgrade,Buy,Hold,UTX
2000-09-07,JP Morgan,Initiated,,Buy,UTX
2000-06-14,First Union Sec,Initiated,,Strong Buy,UTX
2000-02-17,Merrill Lynch,Upgrade,NT Accum,NT Buy,UTX
2000-02-15,Salomon Smth Brny,Upgrade,Outperform,Buy,UTX
1999-12-01,Mrgn Stnly Dn Wttr,Initiated,,Strong Buy,UTX
1999-10-20,Merrill Lynch,Upgrade,LT Accum,LT Buy,UTX
1999-10-14,PaineWebber,Initiated,,Attractive,UTX
1999-09-22,Brown Brothers,Upgrade,ST Neutral,ST Buy,UTX
1999-06-30,CIBC World Markets,Upgrade,Hold,Buy,UTX
1999-06-17,Banc of America Sec,Initiated,,Buy,UTX
1999-01-22,CIBC Oppenheimer,Downgrade,Buy,Hold,UTX
1999-01-06,CS First Boston,Initiated,,Buy,UTX
1998-05-13,PaineWebber,Downgrade,Buy,Attractive,UTX
2015-01-30,FBR Capital,Downgrade,Outperform,Mkt Perform,V
2014-11-12,Topeka Capital Markets,Initiated,,Hold,V
2014-10-31,Argus,Upgrade,Hold,Buy,V
2014-10-30,FBR Capital,Upgrade,Mkt Perform,Outperform,V
2014-04-14,Pacific Crest,Initiated,,Outperform,V
2014-04-14,Robert W. Baird,Upgrade,Neutral,Outperform,V
2013-03-01,Argus,Downgrade,Buy,Hold,V
2013-02-21,UBS,Upgrade,Sell,Neutral,V
2013-01-18,Robert W. Baird,Downgrade,Outperform,Neutral,V
2012-07-09,UBS,Downgrade,Neutral,Sell,V
2012-03-01,UBS,Initiated,,Neutral,V
2011-10-27,FBR Capital,Downgrade,Outperform,Mkt Perform,V
2011-10-07,Deutsche Bank,Initiated,,Buy,V
2010-12-17,Wedbush,Initiated,,Neutral,V
2010-06-01,Stifel Nicolaus,Upgrade,Hold,Buy,V
2010-05-14,Stifel Nicolaus,Downgrade,Buy,Hold,V
2010-04-16,FBR Capital,Initiated,,Outperform,V
2010-02-02,Bernstein,Initiated,,Outperform,V
2009-12-21,Thomas Weisel,Initiated,,Overweight,V
2009-12-14,Robert W. Baird,Upgrade,Neutral,Outperform,V
2009-12-04,Oppenheimer,Initiated,,Outperform,V
2009-11-06,Argus,Upgrade,Hold,Buy,V
2009-10-12,Credit Suisse,Upgrade,Neutral,Outperform,V
2009-08-25,Jefferies & Co,Initiated,,Buy,V
2009-07-30,Sun Trust Rbsn Humphrey,Downgrade,Buy,Neutral,V
2009-04-15,RBC Capital Mkts,Initiated,,Top Pick,V
2009-03-12,Susquehanna Financial,Initiated,,Positive,V
2009-02-20,Robert W. Baird,Initiated,,Neutral,V
2009-01-23,Citigroup,Initiated,,Hold,V
2009-01-16,KeyBanc Capital Mkts,Downgrade,Buy,Hold,V
2008-12-10,Cowen & Co,Downgrade,Outperform,Underperform,V
2008-10-14,Morgan Keegan,Upgrade,Mkt Perform,Outperform,V
2008-08-26,William Blair,Initiated,,Outperform,V
2008-07-29,KeyBanc Capital Mkts,Initiated,,Buy,V
2008-06-24,Avondale,Downgrade,Mkt Outperform,Mkt Perform,V
2008-05-08,Morgan Keegan,Initiated,,Mkt Perform,V
2008-05-01,Lehman Brothers,Initiated,,Equal-Weight,V
2008-04-28,Fox Pitt,Initiated,,In Line,V
2008-04-28,JP Morgan,Initiated,,Overweight,V
2008-04-28,Piper Jaffray,Initiated,,Neutral,V
2008-04-28,RBC Capital Mkts,Initiated,,Outperform,V
2008-04-28,Sun Trust Rbsn Humphrey,Initiated,,Buy,V
2008-04-28,Citigroup,Initiated,,Hold,V
2008-04-28,UBS,Initiated,,Buy,V
2008-04-14,Deutsche Securities,Initiated,,Buy,V
2008-04-14,Cowen & Co,Initiated,,Outperform,V
2008-04-14,Keefe Bruyette,Initiated,,Outperform,V
2008-04-11,Stifel Nicolaus,Initiated,,Buy,V
2008-03-20,Avondale Partners,Initiated,,Mkt Outperform,V
2015-01-21,Barclays,Downgrade,Overweight,Equal Weight,VZ
2014-12-09,Robert W. Baird,Downgrade,Outperform,Neutral,VZ
2014-07-24,FBR Capital,Upgrade,Mkt Perform,Outperform,VZ
2014-01-22,Pacific Crest,Downgrade,Outperform,Sector Perform,VZ
2013-10-18,Deutsche Bank,Upgrade,Hold,Buy,VZ
2013-09-04,Robert W. Baird,Upgrade,Neutral,Outperform,VZ
2013-05-17,Barclays,Initiated,,Overweight,VZ
2013-01-23,Canaccord Genuity,Upgrade,Hold,Buy,VZ
2013-01-14,UBS,Downgrade,Buy,Neutral,VZ
2012-11-15,National Securities,Initiated,,Buy,VZ
2012-09-14,Stifel Nicolaus,Downgrade,Buy,Hold,VZ
2012-03-29,Robert W. Baird,Downgrade,Outperform,Neutral,VZ
2012-03-27,Canaccord Genuity,Initiated,,Hold,VZ
2011-03-28,Robert W. Baird,Upgrade,Neutral,Outperform,VZ
2011-01-12,Deutsche Bank,Downgrade,Buy,Hold,VZ
2010-10-12,Argus,Upgrade,Hold,Buy,VZ
2010-07-01,Standpoint Research,Downgrade,Buy,Hold,VZ
2010-03-19,Standpoint Research,Initiated,,Buy,VZ
2010-02-09,Bernstein,Upgrade,Underperform,Mkt Perform,VZ
2010-01-28,Argus,Downgrade,Buy,Hold,VZ
2010-01-27,FBR Capital,Downgrade,Outperform,Mkt Perform,VZ
2009-12-17,Deutsche Bank,Initiated,,Buy,VZ
2009-10-27,Wells Fargo,Upgrade,Market Perform,Outperform,VZ
2009-10-23,Credit Suisse,Initiated,,Outperform,VZ
2009-09-16,UBS,Downgrade,Buy,Neutral,VZ
2009-06-18,Pali Research,Initiated,,Buy,VZ
2009-04-24,Piper Jaffray,Initiated,,Neutral,VZ
2009-04-24,Auriga U.S.A,Initiated,,Buy,VZ
2009-02-27,RBC Capital Mkts,Upgrade,Sector Perform,Outperform,VZ
2009-01-05,Bernstein,Downgrade,Mkt Perform,Underperform,VZ
2008-06-16,UBS,Downgrade,Buy,Neutral,VZ
2008-02-20,Credit Suisse,Downgrade,Outperform,Neutral,VZ
2008-01-11,Davenport,Upgrade,Neutral,Buy,VZ
2007-10-18,Bernstein,Initiated,,Mkt Perform,VZ
2007-07-31,UBS,Upgrade,Neutral,Buy,VZ
2007-05-18,Citigroup,Upgrade,Sell,Buy,VZ
2007-05-01,Prudential,Upgrade,Underweight,Neutral,VZ
2006-11-29,AG Edwards,Upgrade,Hold,Buy,VZ
2006-11-21,Credit Suisse,Upgrade,Neutral,Outperform,VZ
2006-11-08,Bernstein,Downgrade,Outperform,Mkt Perform,VZ
2006-10-31,UBS,Downgrade,Buy,Neutral,VZ
2006-10-19,Lehman Brothers,Upgrade,Equal-weight,Overweight,VZ
2006-10-09,Citigroup,Downgrade,Hold,Sell,VZ
2006-10-04,RBC Capital Mkts,Downgrade,Outperform,Sector Perform,VZ
2006-09-26,AG Edwards,Downgrade,Buy,Hold,VZ
2006-08-15,Rochdale Securities,Downgrade,Buy,Hold,VZ
2006-08-10,Deutsche Securities,Initiated,,Buy,VZ
2006-07-18,Prudential,Initiated,,Underweight,VZ
2006-05-05,Credit Suisse,Initiated,,Neutral,VZ
2006-02-21,HSBC Securities,Upgrade,Neutral,Overweight,VZ
2006-01-10,Bear Stearns,Upgrade,Peer Perform,Outperform,VZ
2005-08-24,Wachovia,Upgrade,Underperform,Mkt Perform,VZ
2005-05-04,CIBC Wrld Mkts,Downgrade,Sector Outperform,Sector Perform,VZ
2005-03-03,Wachovia,Initiated,,Underperform,VZ
2005-01-21,Deutsche Securities,Upgrade,Hold,Buy,VZ
2005-01-20,Smith Barney Citigroup,Downgrade,Buy,Hold,VZ
2005-01-19,Morgan Stanley,Downgrade,Overweight,Equal-weight,VZ
2005-01-13,CSFB,Downgrade,Outperform,Neutral,VZ
2005-01-13,Robert W. Baird,Downgrade,Outperform,Neutral,VZ
2005-01-12,Goldman Sachs,Downgrade,Outperform,In-Line,VZ
2004-10-28,Morgan Keegan,Upgrade,Mkt Perform,Outperform,VZ
2004-09-15,Deutsche Securities,Downgrade,Buy,Hold,VZ
2004-08-31,Buckingham Research,Initiated,,Accumulate,VZ
2004-07-28,Robert W. Baird,Upgrade,Neutral,Outperform,VZ
2004-07-23,UBS,Upgrade,Neutral,Buy,VZ
2004-06-14,Kaufman Bros,Upgrade,Hold,Buy,VZ
2004-03-03,AG Edwards,Upgrade,Hold,Buy,VZ
2004-02-24,Morgan Stanley,Upgrade,Equal-weight,Overweight,VZ
2003-12-16,Banc of America Sec,Upgrade,Neutral,Buy,VZ
2003-11-07,JP Morgan,Initiated,,Neutral,VZ
2003-10-22,Deutsche Securities,Upgrade,Hold,Buy,VZ
2003-10-21,Wachovia,Upgrade,Underperform,Mkt Perform,VZ
2003-09-24,Morgan Keegan,Downgrade,Outperform,Mkt Perform,VZ
2003-07-14,Kaufman Bros,Initiated,,Sell,VZ
2003-07-01,Smith Barney Citigroup,Initiated,,Outperform,VZ
2003-06-13,Friedman Billings,Upgrade,Underperform,Outperform,VZ
2003-06-13,Thomas Weisel,Downgrade,Outperform,Peer Perform,VZ
2003-05-02,Robert W. Baird,Initiated,,Neutral,VZ
2003-04-23,Morgan Keegan,Upgrade,Mkt Perform,Outperform,VZ
2003-04-17,Banc of America Sec,Initiated,,Neutral,VZ
2003-04-03,Morgan Stanley,Downgrade,Overweight,Equal-weight,VZ
2003-02-21,CSFB,Upgrade,Neutral,Outperform,VZ
2003-02-14,Fulcrum,Initiated,,Neutral,VZ
2003-01-30,Soundview Technology,Upgrade,Neutral,Outperform,VZ
2003-01-29,Morgan Stanley,Upgrade,Equal-weight,Overweight,VZ
2003-01-29,Lehman Brothers,Upgrade,Equal-weight,Overweight,VZ
2003-01-28,Legg Mason,Upgrade,Sell,Hold,VZ
2003-01-27,UBS Warburg,Upgrade,Reduce,Neutral,VZ
2003-01-24,Deutsche Securities,Upgrade,Hold,Buy,VZ
2003-01-24,AG Edwards,Upgrade,Sell,Hold,VZ
2003-01-14,CSFB,Initiated,,Neutral,VZ
2003-01-08,AG Edwards,Downgrade,Hold,Sell,VZ
2003-01-08,Legg Mason,Downgrade,Hold,Sell,VZ
2003-01-08,UBS Warburg,Downgrade,Hold,Reduce,VZ
2003-01-07,Lazard Freres,Downgrade,Hold,Sell,VZ
2002-11-22,Deutsche Securities,Initiated,,Sell,VZ
2002-11-21,RBC Capital Mkts,Initiated,,Outperform,VZ
2002-11-11,Morgan Keegan,Initiated,,Mkt Perform,VZ
2002-11-06,Credit Lyonnais Sec,Downgrade,Add,Hold,VZ
2002-11-04,Legg Mason,Downgrade,Buy,Hold,VZ
2002-11-01,Lehman Brothers,Downgrade,Overweight,Equal-weight,VZ
2002-10-23,Morgan Stanley,Downgrade,Overweight,Equal-weight,VZ
2002-10-23,Bear Stearns,Downgrade,Outperform,Peer Perform,VZ
2002-10-17,Credit Lyonnais Sec,Initiated,,Add,VZ
2002-10-08,Thomas Weisel,Upgrade,Mkt Perform,Attractive,VZ
2002-10-01,Prudential,Initiated,,Hold,VZ
2002-08-20,UBS Warburg,Downgrade,Buy,Hold,VZ
2002-08-01,Raymond James,Upgrade,Underperform,Mkt Perform,VZ
2002-08-01,Legg Mason,Upgrade,Hold,Buy,VZ
2002-07-23,Dresdner Klnwrt Wass,Downgrade,Add,Hold,VZ
2002-07-22,Merrill Lynch,Downgrade,LT Buy,LT Neutral,VZ
2002-07-17,Raymond James,Initiated,,Underperform,VZ
2002-04-24,Dresdner Klnwrt Wass,Downgrade,Buy,Add,VZ
2002-04-11,Merrill Lynch,Downgrade,NT Strong Buy/LT Strong Buy,NT Neutral/LT Buy,VZ
2002-04-09,Legg Mason,Downgrade,Strong Buy,Buy,VZ
2002-01-04,Thomas Weisel,Upgrade,Mkt Perform,Attractive,VZ
2001-12-21,USB Piper Jaffray,Initiated,,Market Perform,VZ
2001-12-19,JP Morgan,Initiated,,LT Buy,VZ
2001-12-11,UBS Warburg,Initiated,,Buy,VZ
2001-11-16,Robertson Stephens,Initiated,,Mkt Perform,VZ
2001-11-05,BB&T Capital Mkts,Downgrade,Strong Buy,LT Buy,VZ
2001-10-16,Jefferies & Co,Initiated,,Accumulate,VZ
2001-09-25,Deutsche Bc Alex. Br,Upgrade,Buy,Strong Buy,VZ
2001-09-17,McDonald Invst,Initiated,,Buy,VZ
2001-09-05,SoundView Technology,Initiated,,Buy,VZ
2001-05-24,Prudential,Initiated,,Strong Buy,VZ
2001-04-25,AG Edwards,Downgrade,Accumulate,Maintain Position,VZ
2001-04-12,Thomas Weisel,Initiated,,Mkt Perform,VZ
2001-03-15,AG Edwards,Upgrade,Maintain Position,Accumulate,VZ
2001-02-02,CSFB,Downgrade,Strong Buy,Buy,VZ
2001-01-19,Dresdner Klnwrt Bnsn,Upgrade,Add,Buy,VZ
2000-10-31,AG Edwards,Downgrade,Accumulate,Maintain Position,VZ
2000-08-09,Deutsche Bc Alex. Br,Initiated,,Buy,VZ
2000-08-09,Dresdner Klnwrt Bnsn,Downgrade,Buy,Add,VZ
2000-08-09,Legg Mason,Upgrade,Buy,Strong Buy,VZ
2000-07-21,AG Edwards,Upgrade,Accumulate,Buy,VZ
2000-07-19,Legg Mason,Downgrade,Strong Buy,Buy,VZ
2000-07-05,AG Edwards,Initiated,,Accumulate,VZ
2015-02-20,Barclays,Downgrade,Overweight,Equal Weight,WMT
2014-12-04,UBS,Downgrade,Buy,Neutral,WMT
2014-11-14,BMO Capital Markets,Downgrade,Market Perform,Underperform,WMT
2014-10-10,Gilford Securities,Upgrade,Neutral,Buy,WMT
2014-05-28,Standpoint Research,Initiated,,Strong Sell,WMT
2014-02-21,Gilford Securities,Downgrade,Buy,Neutral,WMT
2013-04-16,UBS,Initiated,,Buy,WMT
2012-08-06,Stifel Nicolaus,Upgrade,Hold,Buy,WMT
2012-04-25,Argus,Downgrade,Buy,Hold,WMT
2011-12-07,UBS,Initiated,,Neutral,WMT
2011-10-04,Standpoint Research,Downgrade,Buy,Hold,WMT
2011-02-10,UBS,Downgrade,Buy,Neutral,WMT
2010-07-27,Stifel Nicolaus,Downgrade,Buy,Hold,WMT
2010-05-28,MKM Partners,Initiated,,Neutral,WMT
2010-03-15,Citigroup,Upgrade,Hold,Buy,WMT
2010-02-03,Stifel Nicolaus,Upgrade,Hold,Buy,WMT
2009-10-15,Standpoint Research,Initiated,,Buy,WMT
2009-09-30,Bernstein,Initiated,,Mkt Perform,WMT
2009-09-21,HSBC Securities,Initiated,,Overweight,WMT
2009-08-17,Rochdale Securities,Upgrade,Hold,Buy,WMT
2009-01-21,Credit Suisse,Downgrade,Outperform,Neutral,WMT
2008-11-24,William Blair,Upgrade,Mkt Perform,Outperform,WMT
2008-09-11,Edward Jones,Downgrade,Buy,Hold,WMT
2008-06-03,Morgan Keegan,Upgrade,Mkt Perform,Outperform,WMT
2008-02-20,BMO Capital Markets,Downgrade,Outperform,Market Perform,WMT
2007-11-02,BMO Capital Markets,Initiated,,Outperform,WMT
2007-10-25,Rochdale Securities,Downgrade,Buy,Hold,WMT
2007-10-19,Bernstein,Initiated,,Mkt Perform,WMT
2007-10-12,Jefferies & Co,Initiated,,Buy,WMT
2007-09-27,Rochdale Securities,Upgrade,Hold,Buy,WMT
2007-06-04,Wachovia,Upgrade,Mkt Perform,Outperform,WMT
2007-06-04,JP Morgan,Upgrade,Neutral,Overweight,WMT
2007-06-04,HSBC Securities,Upgrade,Neutral,Overweight,WMT
2007-01-08,Goldman Sachs,Downgrade,Buy,Neutral,WMT
2006-10-13,Prudential,Initiated,,Neutral,WMT
2006-09-19,Wachovia,Initiated,,Mkt Perform,WMT
2006-05-25,Banc of America Sec,Upgrade,Neutral,Buy,WMT
2006-01-27,JP Morgan,Downgrade,Overweight,Neutral,WMT
2006-01-24,Goldman Sachs,Upgrade,In-Line,Outperform,WMT
2006-01-13,Banc of America Sec,Initiated,,Neutral,WMT
2005-12-13,UBS,Initiated,,Neutral,WMT
2005-07-05,Oppenheimer,Upgrade,Neutral,Buy,WMT
2005-04-26,Marquis Investment Research,Initiated,,Buy,WMT
2005-04-13,Prudential,Upgrade,Underweight,Neutral,WMT
2005-04-07,AG Edwards,Downgrade,Buy,Hold,WMT
2004-12-08,Goldman Sachs,Downgrade,Outperform,In-Line,WMT
2004-11-29,Oppenheimer,Downgrade,Buy,Neutral,WMT
2004-11-17,Prudential,Downgrade,Neutral,Underweight,WMT
2004-09-27,Banc of America Sec,Upgrade,Neutral,Buy,WMT
2004-09-21,FTN Midwest,Upgrade,Neutral,Buy,WMT
2004-07-09,KeyBanc Capital Mkts / McDonald,Downgrade,Buy,Hold,WMT
2004-06-28,Fulcrum,Upgrade,Neutral,Buy,WMT
2004-06-15,Fulcrum,Initiated,,Neutral,WMT
2004-04-01,Merrill Lynch,Downgrade,Buy,Neutral,WMT
2004-02-20,Buckingham Research,Upgrade,Neutral,Accumulate,WMT
2004-02-19,Goldman Sachs,Upgrade,In-Line,Outperform,WMT
2004-02-19,AG Edwards,Upgrade,Hold,Buy,WMT
2004-02-05,Lazard Freres,Upgrade,Hold,Buy,WMT
2004-02-04,Oppenheimer,Upgrade,Neutral,Buy,WMT
2003-12-18,UBS,Upgrade,Neutral,Buy,WMT
2003-11-14,USB Piper Jaffray,Downgrade,Outperform,Market Perform,WMT
2003-11-13,UBS,Downgrade,Buy,Neutral,WMT
2003-11-12,Buckingham Research,Downgrade,Accumulate,Neutral,WMT
2003-09-17,UBS,Initiated,,Buy,WMT
2003-09-08,Bernstein,Downgrade,Outperform,Mkt Perform,WMT
2003-09-05,Banc of America Sec,Downgrade,Buy,Neutral,WMT
2003-08-13,AG Edwards,Downgrade,Buy,Hold,WMT
2003-06-09,Deutsche Securities,Initiated,,Buy,WMT
2003-06-06,Deutsche Securities,Initiated,,Buy,WMT
2003-04-14,Banc of America Sec,Initiated,,Buy,WMT
2003-04-11,Prudential,Downgrade,Buy,Hold,WMT
2003-03-25,CIBC Wrld Mkts,Initiated,,Sector Outperform,WMT
2002-11-06,Bear Stearns,Initiated,,Peer Perform,WMT
2002-10-30,Goldman Sachs,Downgrade,Recomm List,Mkt Perform,WMT
2002-09-13,Lehman Brothers,Initiated,,Overweight,WMT
2002-08-14,McDonald Invst,Upgrade,Hold,Buy,WMT
2002-08-12,WR Hambrecht,Downgrade,Buy,Hold,WMT
2002-05-14,WR Hambrecht,Initiated,,Buy,WMT
2002-04-09,Salomon Smth Brny,Initiated,,Buy,WMT
2002-04-08,Salomon Smth Brny,Initiated,,Buy,WMT
2002-04-01,Merrill Lynch,Downgrade,NT Strong Buy,NT Buy,WMT
2002-04-01,UBS Warburg,Downgrade,Strong Buy,Buy,WMT
2002-01-22,Bernstein,Upgrade,Mkt Perform,Outperform,WMT
2002-01-09,JP Morgan,Downgrade,Buy,LT Buy,WMT
2001-12-11,USB Piper Jaffray,Initiated,,Buy,WMT
2001-09-26,JP Morgan,Upgrade,LT Buy,Buy,WMT
2001-09-25,UBS Warburg,Upgrade,Hold,Strong Buy,WMT
2001-09-20,Goldman Sachs,Upgrade,Mkt Outperform,Recomm List,WMT
2001-09-18,AG Edwards,Upgrade,Maintain Position,Accumulate,WMT
2001-08-09,McDonald Invst,Downgrade,Buy,Hold,WMT
2001-03-30,Banc of America Sec,Upgrade,Mkt Perform,Buy,WMT
2001-03-26,Robertson Stephens,Upgrade,LT Attractive,Buy,WMT
2001-02-28,Robinson Humphrey,Initiated,,Outperform,WMT
2001-01-17,Lazard Freres,Initiated,,Outperform,WMT
2000-12-12,Banc of America Sec,Initiated,,Mkt Perform,WMT
2000-11-27,McDonald Invst,Initiated,,Buy,WMT
2000-09-20,Bear Stearns,Initiated,,Buy,WMT
2000-09-11,Banc of America Sec,Initiated,,Buy,WMT
2000-08-15,DLJ,Downgrade,Buy,Market Perform,WMT
2000-07-28,UBS Warburg,Initiated,,Hold,WMT
2000-07-10,Prudential,Upgrade,Hold,Strong Buy,WMT
2000-06-27,Robertson Stephens,Initiated,,LT Attractive,WMT
2000-05-08,AG Edwards,Downgrade,Accumulate,Maintain Position,WMT
2000-05-03,Goldman Sachs,Downgrade,Recommended List,Market Outperform,WMT
2000-03-02,Mrgn Stnly Dn Wttr,Upgrade,Outperform,Strong Buy,WMT
2000-01-21,JP Morgan,Initiated,,LT Buy,WMT
1999-12-09,Schroder & Co,Downgrade,Outperform,Perform-In-Line,WMT
1999-11-09,Merrill Lynch,Upgrade,NT Accum,NT Buy,WMT
1999-08-25,Merrill Lynch,Downgrade,NT Buy,NT Accum,WMT
1999-04-29,Prudential,Downgrade,Accumulate,Hold,WMT
1998-10-19,Goldman Sachs,Upgrade,Mkt Outperform,Recomm. List,WMT
1998-09-29,BT Alex. Brown,Upgrade,Mkt Perform,Strong Buy,WMT
1998-09-15,Prudential,Upgrade,Hold,Accumulate,WMT
2015-02-09,Argus,Downgrade,Buy,Hold,XOM
2015-02-02,Scotia Howard Weil,Downgrade,Sector Outperform,Sector Perform,XOM
2014-12-19,BMO Capital Markets,Upgrade,Underperform,Market Perform,XOM
2014-07-25,Barclays,Downgrade,Equal Weight,Underweight,XOM
2014-06-10,Deutsche Bank,Initiated,,Hold,XOM
2014-01-08,Howard Weil,Upgrade,Sector Perform,Sector Outperform,XOM
2013-12-13,RBC Capital Mkts,Initiated,,Outperform,XOM
2013-12-06,HSBC Securities,Initiated,,Underweight,XOM
2013-11-11,Argus,Upgrade,Hold,Buy,XOM
2013-04-02,Oppenheimer,Downgrade,Outperform,Perform,XOM
2012-10-11,Dahlman Rose,Initiated,,Buy,XOM
2012-07-27,UBS,Downgrade,Buy,Neutral,XOM
2012-02-01,Argus,Downgrade,Buy,Hold,XOM
2012-01-17,Howard Weil,Downgrade,Market Outperform,Market Perform,XOM
2011-01-14,Standpoint Research,Downgrade,Buy,Hold,XOM
2011-01-06,Oppenheimer,Upgrade,Perform,Outperform,XOM
2010-12-14,Jefferies,Initiated,,Hold,XOM
2010-10-22,Standpoint Research,Initiated,,Buy,XOM
2010-09-14,RBC Capital Mkts,Downgrade,Outperform,Sector Perform,XOM
2010-09-13,Deutsche Bank,Downgrade,Buy,Hold,XOM
2010-02-08,Collins Stewart,Upgrade,Hold,Buy,XOM
2009-11-17,Barclays Capital,Upgrade,Equal Weight,Overweight,XOM
2009-04-14,Oppenheimer,Downgrade,Outperform,Perform,XOM
2009-03-27,Benchmark,Downgrade,Hold,Sell,XOM
2009-03-16,Citigroup,Initiated,,Buy,XOM
2009-02-23,Deutsche Securities,Upgrade,Hold,Buy,XOM
2009-02-19,Barclays Capital,Downgrade,Overweight,Equal Weight,XOM
2009-02-19,Bernstein,Downgrade,Outperform,Mkt Perform,XOM
2009-01-28,UBS,Downgrade,Buy,Neutral,XOM
2008-11-04,Credit Suisse,Downgrade,Outperform,Neutral,XOM
2008-10-20,Oppenheimer,Upgrade,Perform,Outperform,XOM
2008-07-02,Bernstein,Upgrade,Mkt Perform,Outperform,XOM
2008-03-14,Credit Suisse,Upgrade,Neutral,Outperform,XOM
2007-11-20,UBS,Upgrade,Neutral,Buy,XOM
2007-08-06,Oppenheimer,Downgrade,Buy,Neutral,XOM
2007-07-30,AG Edwards,Upgrade,Hold,Buy,XOM
2007-04-24,AG Edwards,Downgrade,Buy,Hold,XOM
2007-04-23,Deutsche Securities,Downgrade,Buy,Hold,XOM
2007-01-05,Lehman Brothers,Downgrade,Overweight,Equal-weight,XOM
2006-12-18,Friedman Billings,Downgrade,Outperform,Mkt Perform,XOM
2006-10-10,Goldman Sachs,Downgrade,Buy,Neutral,XOM
2006-07-31,JP Morgan,Upgrade,Neutral,Overweight,XOM
2006-03-03,Friedman Billings,Upgrade,Mkt Perform,Outperform,XOM
2006-01-17,UBS,Initiated,,Neutral,XOM
2006-01-04,Banc of America Sec,Upgrade,Neutral,Buy,XOM
2005-11-18,Prudential,Initiated,,Overweight,XOM
2005-09-28,Friedman Billings,Downgrade,Outperform,Mkt Perform,XOM
2005-09-27,JP Morgan,Downgrade,Overweight,Neutral,XOM
2005-09-16,Deutsche Securities,Upgrade,Hold,Buy,XOM
2005-05-31,JP Morgan,Upgrade,Neutral,Overweight,XOM
2005-05-31,Smith Barney Citigroup,Upgrade,Hold,Buy,XOM
2005-05-17,AG Edwards,Upgrade,Hold,Buy,XOM
2005-03-03,Bernstein,Downgrade,Outperform,Mkt Perform,XOM
2005-02-25,Prudential,Upgrade,Neutral,Overweight,XOM
2005-02-07,AG Edwards,Downgrade,Buy,Hold,XOM
2005-02-07,Smith Barney Citigroup,Upgrade,Sell,Hold,XOM
2005-02-01,Bear Stearns,Upgrade,Peer Perform,Outperform,XOM
2004-11-19,Banc of America Sec,Initiated,,Neutral,XOM
